"rig","well","event","remark","startTime","endTime","count_HR","historian"
157,"SHB 62-04","Downtime - Top drive","Downtime - Top Drive, REMOVE FAULTY TRACTION MOTOR, NEW MOTOR ARRIVED @ 24:00,",2016-03-29 18:00:05,2016-03-30 05:58:55,12,"Prior"
616,"CLUSTER 40B SURFACE HOLES","Downtime - Top drive","DOWNTIME - TOP DRIVE TAKE OUT BLOWER MOTOR",2016-04-27 08:15:05,2016-04-27 15:59:55,7.8,""
616,"CLUSTER 40B SURFACE HOLES","Downtime - Top drive","DOWNTIME - TOP DRIVE WAIT ON TOP DRIVE FAN MOTOR/ INSTALL FAN MOTOR",2016-04-27 16:15:05,2016-04-27 23:59:55,7.8,""
157,"SHB 62-04","Downtime - Top drive","Downtime - Top Drive: TROUBLE SHOOT POWER TO TRACTION MOTOR",2016-03-29 11:00:05,2016-03-29 17:58:55,7,"Prior"
153,"Progress HZ Graham a-B45-L/94-B-8","Downtime - Top drive","DOWNTIME - TOP DRIVE REMOVE TOP DRIVE MOTOR WAIT ON REPLACEMENT MOTOR (MONITOR WELL) CIRC WITH 2  INCH",2016-01-02 12:00:05,2016-01-02 18:44:55,6.8,""
153,"Progress HZ Graham a-B45-L/94-B-8","Downtime - Top drive","DOWNTIME - TOP DRIVE (INSTALL BLOWER AND DRIVE MOTOR)",2016-01-02 21:45:05,2016-01-03 04:14:55,6.5,""
151,"TYCOON E 1053 H","Downtime - Top drive","C/O TOP DRIVE MOTOR    MONT WELL ON TRIP TANK",2016-03-02 18:15:05,2016-03-03 00:29:55,6.2,"Yes"
121,"Spaur 10Q-241","Downtime - Top drive","Downtime - Top Drive REMOVE KELLY HOSE & GOOSE NECK HAD A WELDER COME OUT",2016-03-10 20:00:05,2016-03-11 01:59:55,6,"Prior"
151,"TYCOON E 1053 H","Downtime - Top drive","T.O.H F/ 7137' - 1775', CHANGE T.D MOTOR, MON WELL,WITH OPEN TIW VALVE .",2016-03-02 12:00:05,2016-03-02 17:58:55,6,"Yes"
151,"TYCOON E 1053 H","Downtime - Top drive","TROUBLE SHOOT ENCODER    C/O  ENCODER & ISOLATOR  VAVLES",2016-03-03 01:00:05,2016-03-03 05:58:55,5,"Yes"
769,"HAYHURST SW3 7HC","Downtime - Top drive","TROUBLE SHOOT TD, PIPE HANDLER LOCK SHOWING OPEN POSITION CAUSING QUILL TO KICK OUT WHILE DRILLING. INSTALLED NEW WIRE IN JUNCTION BOX ON TD",2016-02-25 18:00:05,2016-02-25 22:59:55,5,"Yes"
151,"TYCOON E 1006H","Downtime - Top drive","Downtime - Top Drive  TROUBLESHOOT EXCESSIVE SPIN IN CONNECTION MODE REVERSE",2016-04-19 01:30:05,2016-04-19 05:58:55,4.5,"Yes"
153,"Progress HZ Graham a-B45-L/94-B-8","Downtime - Top drive","DOWNTIME - TOP DRIVE (TROUBLE SHOOT) RACK BACK SATAND CIRC WITH 2 INCH MONITOR WELL)  REMOVE T-DRV DRIVE MOTOR",2016-01-02 08:00:05,2016-01-02 11:59:55,4,""
155,"MIDLAND AC/WYLIE B 1304 1304HB","Downtime - Top drive","TROUBLESHOOT ABB DRIVE DUE TO ID RUN FAILURE FF84, GOT NOV TECH AND ASSISTED RIG ELECTRICIAN TO RESOLVE ISSUE, REINSTALL PAREMETERS AND PERFORM ID MAG & ID RUN GOT OK, PERFORM TORQUE TEST WITH TESCO T",2016-03-25 18:00:05,2016-03-25 21:59:55,4,"Yes"
155,"MIDLAND AC/WYLIE B 1303  1310HA","Downtime - Top drive","CHANGE OUT TOP DRIVE BLOWER MOTOR, WHILE CIRCULATING AT A SLOW RATE",2016-04-20 06:00:05,2016-04-20 09:59:55,4,"Yes"
225,"DELPHI HZ BIGSTONE 15-23-60-23","Downtime - Top drive","RUN IN THE HOLE FILL PIPE EVERY 800 m FLOW CHECK @ 2293m, 4467m",2016-02-25 00:30:05,2016-02-25 04:29:55,4,""
773,"SUGG A 171-174 (ALLOC-H) 8NU","Downtime - Top drive","TROUBLESHOOT IBOP NOT OPENING PULL F/1416 T/790 @0700 CONTINUE TROUBLESHOOT FOUND BAD SWITCH ON JOYSTICK C/O SAME TIH F/790 T/1416",2016-04-04 06:00:05,2016-04-04 09:59:55,4,"Yes"
971,"SPHALERITE #1","Downtime - Top drive","TROUBLE SHOOT TDS ISSUE- FOUND SEVERED TDS CABLE. CHANGE OUT DP BAIL ARMS TO",2016-03-20 20:15:05,2016-03-20 23:58:55,3.7,""
151,"TYCOON E 1053 H","Downtime - Top drive","WORK ON T.D MOTOR WIRING.",2016-03-02 06:15:05,2016-03-02 09:44:55,3.5,"Yes"
587,"PORTER 39-A","Downtime - Top drive","Downtime - Top Drive (REPLACE PIGTAIL FOR BLOWER MOTOR)",2016-01-07 14:00:05,2016-01-07 17:29:55,3.5,""
950,"RM 14-01-2","Downtime - Top drive","Downtime - Top Drive ROTATION SENSOR TROUBLE SHOOT NO READING",2016-03-14 12:00:05,2016-03-14 15:29:55,3.5,""
950,"RM 14-01-2","Downtime - Top drive","Downtime - Top Drive/ROTATION READING DISABLED",2016-03-14 08:30:05,2016-03-14 11:58:55,3.4,""
121,"Spaur 10Q-241","Downtime - Top drive","Downtime - Top Drive KEEPS KICKING OUT CALLED TECH TO COME FIX IT",2016-03-08 13:15:05,2016-03-08 16:29:55,3.2,"Prior"
225,"DELPHI HZ BIGSTONE 15-23-60-23","Downtime - Top drive","RIG OUT AND SWAP TOP DRIVE SERVICE LOOP AND POWER UNIT",2016-02-24 20:45:05,2016-02-24 23:59:55,3.2,""
155,"MIDLAND AC/WYLIE B 1303  1310HA","Downtime - Top drive","CIRCULATE WHILE TROUBLE SHOOTING TOP DRIVE BLOWER MOTOR NOT WORKING,  CHANGE OUT BLOWER MOTOR",2016-04-20 03:00:05,2016-04-20 05:59:55,3,"Yes"
616,"CLUSTER 40B SURFACE HOLES","Downtime - Top drive","DOWNTIME - TOP DRIVE / TOP DRIVE HAND REPAIRING COUNTER BALANCE ACCUMULATORS AND REMOVING SHIMS FROM EXTEND FRAME SLIDE",2016-04-28 10:45:05,2016-04-28 13:44:55,3,""
769,"HAYHURST SW3 7HC","Downtime - Top drive","TOP DRIVE WAS KICKING OUT,, HANDLER LOCK UN LOCK WAS SHOWING UNLOCKED, SPARES IN SERVICE LOOP SHOWED BAD,TOP DRIVE TECH TROUBLE SHOT & FOUND CORROSION AND MOISTURE IN ROBOTICS PLUG, CLEANED AND DRIED ",2016-02-26 09:30:05,2016-02-26 12:29:55,3,"Yes"
771,"ROO STATE 1-4 WRD 1H","Downtime - Top drive","Downtime - Top Drive, TROUBLESHOOT HYDRAULIC ISSUES AND TD ROTARY PROBLEMS",2016-04-10 10:00:05,2016-04-10 12:59:55,3,""
771,"ROO STATE 1-4 WRD 1H","Downtime - Top drive","TROUBLE SHOOT HYDRAULICS ON TOP DRIVE",2016-05-01 06:00:05,2016-05-01 08:59:55,3,""
548,"KNOB HILL WDV1","Downtime - Top drive","Downtime - Top Drive (REPLACE TD SCOPE)",2016-04-21 21:00:05,2016-04-21 23:58:55,2.9,""
225,"DELPHI HZ BIGSTONE 15-23-60-23","Downtime - Top drive","HOIST TO CASING SHOE- FLOW CHEC K @ 4771m",2016-02-24 16:15:05,2016-02-24 18:59:55,2.8,""
773,"D SCHAEFER OU 15-47(ALLOC-E)5NU","Downtime - Top drive","TROUBLESHOOT TOP DRIVE (HIGH TEMP SHUT OFF) DAMAGED PLUG ON LER HOUSE",2016-04-27 02:45:05,2016-04-27 05:29:55,2.8,"Yes"
110,"KOCH OS OPER. 102 KIDNEY 9-33-89-6","Downtime - Top drive","DOWNTIME - TOP DRIVE/TRIP OUT TO 534MFLOW CHECK TRIP CAL .48 ACT .52 DIFF.04M3",2016-03-02 13:15:05,2016-03-02 15:44:55,2.5,""
151,"TYCOON E 1004H","Downtime - Top drive","CONDUCT TORQUE TEST WITH PASON TORQUE SUB ON THE",2016-03-22 02:00:05,2016-03-22 04:29:55,2.5,"Yes"
153,"Progress HZ Graham a-B45-L/94-B-8","Downtime - Top drive","DOWNTIME - TOP DRIVE WAIT ON REPLACEMENT DRIVE MOTOR (MONITOR WELL) CIRC WITH 2 INCH",2016-01-02 19:00:05,2016-01-02 21:29:55,2.5,""
157,"SHB 78-08","Downtime - Top drive","Downtime - Top Drive: WAIT ON WELDER & WELD ON GOOSE NECK ON TOP-DRIVE",2016-04-14 18:30:05,2016-04-14 20:59:55,2.5,"Prior"
950,"RM 14-01-2","Downtime - Top drive","REMOVE WASH PIPE FOR ACCESS TO REMOVE PROXIMITY SWITCH DUE TO BEIN THREAD LOCKED",2016-03-14 15:30:05,2016-03-14 17:59:55,2.5,""
616,"CLUSTER 40B SURFACE HOLES","Downtime - Top drive","DOWNTIME - TOP DRIVE",2016-04-27 05:15:05,2016-04-27 07:59:55,2.2,""
151,"TYCOON E 1004H","Downtime - Top drive","CHANGE-OUT ENCODER ON THE TOPDRIVE AND RUN A CALIBRATION TEST ON THE TOPDRIVE",2016-03-22 19:30:05,2016-03-22 21:29:55,2,"Yes"
151,"TYCOON E 1053 H","Downtime - Top drive","T.I.H F/ 4850' - 7137', WASH DOWN LAST 40'",2016-03-03 18:15:05,2016-03-03 20:14:55,2,"Yes"
155,"MIDLAND AC/WYLIE B 1304 1304HB","Downtime - Top drive","ATTEMPT TO ID RUN ON ABB DRIVE IN VFD HOUSE NO SUCESS TO DO A TQ CALIBRATION ON TOP DRIVE DUE TO TESCO TORQUE TEST WAS OFF 10K UNDER",2016-03-25 16:00:05,2016-03-25 17:59:55,2,"Yes"
157,"SHB 78-08","Downtime - Top drive","Downtime - Top Drive, TROUBLESHOOT PIPEHANDLER, REPLACE SWITCH & VICOR VALVE",2016-04-12 15:30:05,2016-04-12 17:29:55,2,"Prior"
548,"KNOB HILL WDV1","Downtime - Top drive","POOH T/ SHOE @ 2149' (Downtime - Top Drive )",2016-04-21 19:00:05,2016-04-21 20:59:55,2,""
616,"CLUSTER 40B SURFACE HOLES","Downtime - Top drive","DOWNTIME - REPAIR TOP DRIVE BLOWER MOTOR",2016-04-28 00:15:05,2016-04-28 02:14:55,2,""
141,"CVE FCCL E26P03 FISHER 1-29-70-3","Downtime - Top drive","DOWNTIME - TOP DRIVE CHANGE OUT 600 VOLT CABLE",2016-04-17 19:00:05,2016-04-17 20:44:55,1.8,""
153,"Progress HZ Graham a-B45-L/94-B-8","Downtime - Top drive","DOWNTIME - TOP DRIVE (TROUBLESHOOT)",2016-01-02 06:00:05,2016-01-02 07:44:55,1.8,""
950,"RM 14-01-2","Downtime - Top drive","Downtime - ToP DRIVE, PUT PROXIMITY SENSOR ON TOP DRIVE & REASSEMBLE WASH  PIPE",2016-03-14 18:00:05,2016-03-14 19:44:55,1.8,""
151,"TYCOON E 1053 H","Downtime - Top drive","Downtime - Top Drive - T.I.H F/ 1775' - 4850'. FILL EVERY 30 STANDS.",2016-03-03 16:15:05,2016-03-03 17:58:55,1.7,"Yes"
141,"CVE FCCL E26P02 FISHER 1-29-70-3","Downtime - Top drive","DOWNTIME - TOP DRIVE ( FIX BAG ON SERVICE LOOP )",2016-04-16 22:15:05,2016-04-16 22:59:55,1.5,""
151,"TYCOON E 1006H","Downtime - Top drive","CONT. TROUBLESHOOT EXCESSIVE AND ERRATIC SPIN DURING CONNECTIONS",2016-04-19 06:00:05,2016-04-19 07:29:55,1.5,"Yes"
151,"TYCOON E 1004H","Downtime - Top drive","RIG-DOWN PASON TORQUE SUB AND INSTALL SAVOR SUB",2016-03-22 04:30:05,2016-03-22 05:58:55,1.5,"Yes"
225,"DELPHI HZ BIGSTONE 15-23-60-23","Downtime - Top drive","DOWNTIME - TOP DRIVE / CHANGE OUT WASHED GOOSENECK",2016-02-11 01:45:05,2016-02-11 03:14:55,1.5,""
548,"KNOB HILL WDV1","Downtime - Top drive","RIH W/DIR. TOOLS F/1385' T/4995'",2016-04-22 00:00:05,2016-04-22 01:29:55,1.5,""
773,"SUGG A 171-174 (ALLOC-H) 8NU","Downtime - Top drive","C/O SAVER SUB",2016-04-02 01:00:05,2016-04-02 02:29:55,1.5,"Yes"
968,"SGY 456","Downtime - Top drive","DOWNTIME- TOP DRIVE HYDRAULIC HOSE",2016-03-29 00:30:05,2016-03-29 01:59:55,1.5,""
135,"CHESNUT 21T-221","Downtime - Top drive","Downtime - Top Drive: REPLACE BREAK AWAY BOLT FOR TILT LEANK",2016-05-02 01:15:05,2016-05-02 03:14:55,1.2,"Yes"
144,"CHEVRON HZ 102 KAYBOBS 6-26-61-20","Downtime - Top drive","TOP DRIVE VFD",2016-04-06 21:30:05,2016-04-06 22:44:55,1.2,""
225,"DELPHI HZ BIGSTONE 15-23-60-23","Downtime - Top drive","HOIST TO CASING SHOE- FLOW CHECK @ 4040m , 2993m",2016-02-24 19:15:05,2016-02-24 20:29:55,1.2,""
970,"DURHAM DOWNS NORTH #5","Downtime - Top drive","TROUBLESHOOT TDS ROTARY ISSUE",2016-04-21 01:30:05,2016-04-21 02:44:55,1.2,""
971,"SPHALERITE #1","Downtime - Top drive","CONT RIG UP DP BAIL ARMS & ELEVATORS, F\in.T TDS ROBOTICS",2016-03-21 00:00:05,2016-03-21 01:14:55,1.2,""
121,"Spaur 10Q-241","Downtime - Top drive","Downtime - Top Drive CHANGE SWIVEL PACKING AGAIN, DOUBLE CHECK BONNET BOLTS",2016-03-10 15:45:05,2016-03-10 16:44:55,1,"Prior"
141,"CVE FCCL E26I05 FISHER 5-28-70-3","Downtime - Top drive","DOWNTIME - TROUBLE SHOOTING PLC COMMUNICATION",2016-05-03 08:00:05,2016-05-03 08:59:55,1,""
144,"CHEVRON HZ 102 KAYBOBS 6-26-61-20","Downtime - Top drive","DOWNTIME - TOP DRIVE - CHANGE OUT ACCUATOR AND UNLOADER VALVE / MONITOR WELL WITH TRIP TANK",2016-04-12 20:00:05,2016-04-12 20:59:55,1,""
144,"CHEVRON HZ KAYBOBS 13-26-61-20","Downtime - Top drive","PTSM: REVIEW JSA DR-40923 CHANGING WASHPIPE, 37029 HOISTING PESONEL WITH MANRIDER, WELL CONTROL WC-024 OFF BOTTOM KILLING AND LOST CIRCULATION, LESSON LEARNED: 052 BROKEN CHAIN. PULL BACK ONE STAND, BLOW OUT TOP DRIVE, CHANGE OUT WASHPIPE.",2016-04-30 19:00:05,2016-04-30 19:59:55,1,""
144,"CHEVRON HZ 102 KAYBOBS 6-26-61-20","Downtime - Top drive","REPLACE DOUBLE BALL VALVE AND ACTUATOR ON TOP DRIVE",2016-04-05 05:45:05,2016-04-05 06:44:55,1,""
144,"CHEVRON HZ 102 KAYBOBS 6-26-61-20","Downtime - Top drive","DOWNTIME - TOP DRIVE",2016-04-06 23:00:05,2016-04-06 23:59:55,1,""
155,"MIDLAND AC/WYLIE B 1303  1310HA","Downtime - Top drive","TROUBLESHOOTCHANGE HYDRAULIC HOSES ON TOP DRIVE IBOP OPERATING BACKWARDS",2016-03-18 07:30:05,2016-03-18 08:29:55,1,"Yes"
162,"GEE 848-22H","Downtime - Top drive","CHANGE SWIVEL PACKING",2016-03-10 18:00:05,2016-03-10 18:59:55,1,"Yes"
548,"KNOB HILL WDV1","Downtime - Top drive","CIRCULATE HOLE CLEAN(2XS BTM UP)",2016-04-22 01:30:05,2016-04-22 02:29:55,1,""
555,"BIR 4-8 HZ PCOUPES 5-7-77-12","Downtime - Top drive","DOWNTIME - TOP DRIVE- REPLACE COUPLER ON AUX PUMP",2016-03-10 21:30:05,2016-03-10 22:29:55,1,""
769,"HAYHERST SW3  6HD","Downtime - Top drive","REPAIR, TOP DRIVE,, TORQUE  SET & DELIVERED WAS FOLLOWING EACH OTHER",2016-02-22 03:30:05,2016-02-22 04:29:55,1,"Yes"
769,"HAYHERST SW3  6HD","Downtime - Top drive","REPLACE AND TEST ENCODER ON TOP DRIVE. ENCODER NOT WORKING, C/O CARD IN LER BAY FOR TD, TOP DRIVE OPERATING PROPERLY.",2016-02-22 10:00:05,2016-02-22 10:59:55,1,"Yes"
144,"CHEVRON HZ 102 KAYBOBS 6-26-61-20","Downtime - Top drive","DOWNTIME - TOP DRIVE, CHANGE OUT ACTUATOR",2016-04-10 15:30:05,2016-04-10 16:14:55,0.8,""
151,"TYCOON E 1053 H","Downtime - Top drive","REPLACE GUARDS & COVERS ON TOP DRIVE, CHECK EVERTYTHING F/ TOOLS",2016-03-03 06:15:05,2016-03-03 06:59:55,0.8,"Yes"
971,"SPHALERITE #1","Downtime - Top drive","PUMP 10BBL HI VIS SWEEP & CIRC HOLE CLEAN",2016-03-21 02:00:05,2016-03-21 02:44:55,0.8,""
110,"KOCH OS OPER. 102 KIDNEY 9-33-89-6","Downtime - Top drive","DOWNTIME - TOP DRIVE(CHANGE OUT HIGH PRESSURE 2in. VALVE ON TOP DRIVE SERVICE LOOP)",2016-03-03 10:15:05,2016-03-03 10:44:55,0.5,""
141,"CVE FCCL E26P05 FISHER 5-28-70-3","Downtime - Top drive","DOWNTIME - TOP DRIVE TROUBLE SHOOT POWER ISSUE",2016-04-05 13:45:05,2016-04-05 14:14:55,0.5,""
141,"CVE FCCL E26I05 FISHER 5-28-70-3","Downtime - Top drive","DOWNTIME - TOP DRIVE (REPLACE COMPENSATOR HOSE)",2016-05-03 03:30:05,2016-05-03 03:59:55,0.5,""
151,"TYCOON E 1053 H","Downtime - Top drive","START SPIN TEST ON TOP DRIVE    TOP DRIVE TRIPING OFF @ 150 RPM",2016-03-03 00:30:05,2016-03-03 00:59:55,0.5,"Yes"
155,"MIDLAND AC/WYLIE B 1304 1304HB","Downtime - Top drive","REPLACE GRABBER BOX DIE RETAINER PLATE'S",2016-03-21 18:00:05,2016-03-21 18:29:55,0.5,"Yes"
225,"DELPHI HZ BIGSTONE 15-23-60-23","Downtime - Top drive","SLIP AND CUT DRILL LINE",2016-02-25 00:00:05,2016-02-25 00:29:55,0.5,""
225,"DELPHI HZ BIGSTONE 15-23-60-23","Downtime - Top drive","SERVICE TOPDRIVE- CHANGE GRABBER DIES & STABBING GUIDE",2016-02-04 19:00:05,2016-02-04 19:29:55,0.5,""
225,"DELPHI HZ BIGSTONE 15-23-60-23","Downtime - Top drive","CIRCULATE BOTTOMS UP",2016-02-24 15:45:05,2016-02-24 16:14:55,0.5,""
548,"KNOB HILL WDV1","Downtime - Top drive","CONDITION MUD & CIRCULATE (2X'S B.U) (TD SCOPE BAD)",2016-04-21 18:30:05,2016-04-21 18:59:55,0.5,""
769,"Hayhurst SW3  8HD","Downtime - Top drive","BOLTS ON TD COUNTER BALANCE CYLINDER BROKE, REMOVE CYLINDER PLUG LINES.",2016-03-13 00:30:05,2016-03-13 00:59:55,0.5,"Yes"
771,"ROO STATE 1-4 WRD 1H","Downtime - Top drive","TROUBLE SHOOT HYDRLICS  PUMP NOT COMING ON",2016-05-01 05:30:05,2016-05-01 05:58:55,0.5,""
776,"SEIP NEELI 1-85 LOV 1H","Downtime - Top drive","CHANGE SWIVEL PACK",2016-02-18 05:30:05,2016-02-18 05:59:55,0.5,""
950,"RM 14-01-2","Downtime - Top drive","Downtime - Top Drive PRESSURE TEST SURFACE LINES",2016-03-14 19:45:05,2016-03-14 20:14:55,0.5,""
970,"JACK LAKE #5","Downtime - Top drive","TOP DRIVE BAIL SENSOR REWIRED, REPLACE BATTERY, CALIBRATED, FUNCTION TEST",2016-03-19 10:00:05,2016-03-19 10:29:55,0.5,""
971,"SPHALERITE #1","Downtime - Top drive","RIH F/722m - 827m, WASH LAST STAND TO BTM",2016-03-21 01:30:05,2016-03-21 01:59:55,0.5,""
135,"CHESNUT 21T-221","Downtime - Top drive","Downtime - Top Drive: REPLACE VALVE BODY ON BACK OF ELEVATORS",2016-05-01 22:45:05,2016-05-01 22:59:55,0.2,"Yes"
144,"CHEVRON HZ KAYBOBS 13-26-61-20","Downtime - Top drive","DOWNTIME - TOP DRIVE.  CHANGE GRABBER DIE BLOCK",2016-05-03 23:45:05,2016-05-03 23:59:55,0.2,""
971,"SPHALERITE #1","Downtime - Top drive","POOH F/ 827m - 722m",2016-03-21 02:45:05,2016-03-21 02:59:55,0.2,""
971,"SPHALERITE #1","Downtime - Top drive","PREFORM TORQUE TEST W/NOCR PRESENT",2016-03-21 01:15:05,2016-03-21 01:29:55,0.2,""
769,"Hayhurst SW3  8HD","Downtime - Scr/Electrical","ESTABLIISHED 3 GENS ONLINE, TROUBLE SHOOTING SURGE WHEN TRYING TO ASIGHN TOP DRIVE (PLUG FOUND TO BE BURNT FROM SERVICE LOOP TO TOP DRIVE MOTOR / TOP DRIVE MOTOR SHOWS TO MEG. GOOD ) RECONNECT WIRE TO",2016-03-08 06:00:05,2016-03-08 14:29:55,8.5,"Yes"
66,"CHEVRON WOODSIDE HZ LA JOLIE B-E003-K/094-0-12","Downtime - Scr/Electrical","DOWNTIME - SCR/ELECTRICAL,REPLACE 2 BRICKS IN SCR,GET SCR UP AND RUNNING,RUN BOTH PUMPS & DRAWORKS FOR AN HOUR TO PUT LOAD ON SCR",2016-04-02 13:00:05,2016-04-02 19:59:55,6.8,""
770,"SCL HZ FC1E KAYBOB 09-21-63-20W5","Downtime - Scr/Electrical","DOWNTIME - SCR/ELECTRICAL/ WAIT ON AND REPLACE INVERTER",2016-04-08 13:15:05,2016-04-08 17:59:55,4.8,""
121,"Jacobucci 32K-243","Downtime - Scr/Electrical","Downtime - Scr/Electrical DWKS BREAK FAILURE TO RELEASE FOUND A BAD RELAY ON THE",2016-04-18 10:00:05,2016-04-18 14:29:55,4.5,"Yes"
